,region,length_days,time_begin,day_begin,time_end,day_end,block_intensity,longitude_onset,latitude_onset,block_size,season,month,blocking_year
1213,1,15.0,1,1,1,16,4.57,-130.0,40.0,2948.6,2,12,2009
1214,0,14.0,0,9,0,23,4.38,-10.0,55.0,2824.3,2,12,2009
1216,0,21.0,0,30,0,20,4.47,-40.0,50.0,2256.0,3,1,2009
1218,1,7.5,1,4,0,12,2.75,-140.0,55.0,3254.0,3,1,2009
1219,1,7.5,1,22,0,30,4.55,-170.0,45.0,2455.3,3,1,2009
1220,0,8.0,0,23,0,31,4.89,0.0,50.0,2726.0,3,1,2009
1222,1,5.5,0,6,1,11,2.09,-110.0,55.0,3626.4,3,2,2009
1223,0,20.0,0,7,0,27,2.67,-10.0,55.0,2784.9,3,2,2009
1225,1,5.0,0,18,0,23,3.65,-130.0,50.0,2154.4,3,2,2009
1226,1,5.0,0,2,0,7,2.26,-110.0,45.0,3559.8,3,3,2009
1227,0,12.0,0,3,0,15,3.16,-30.0,45.0,3846.1,3,3,2009
1229,1,10.0,0,16,0,26,3.55,-160.0,60.0,3077.7,3,3,2009
1231,0,11.0,0,9,0,20,2.96,-10.0,45.0,2934.7,4,4,2009
1234,1,7.5,0,20,1,27,3.34,-110.0,55.0,2767.2,4,4,2009
1235,0,14.0,0,2,0,16,2.98,-20.0,55.0,2754.2,4,5,2009
1236,2,21.5,1,2,0,24,3.08,40.0,50.0,2845.4,4,5,2009
1237,1,7.0,1,4,1,11,3.06,-160.0,50.0,3974.2,4,5,2009
1238,1,8.0,0,26,0,3,1.77,-130.0,65.0,1730.5,4,5,2009
1242,0,26.0,0,4,0,30,2.44,20.0,55.0,2614.0,1,7,2010
1246,1,6.0,0,10,0,16,2.55,-140.0,45.0,2900.0,1,8,2010
1247,0,18.0,0,4,0,22,2.27,0.0,55.0,2451.0,1,9,2010
1249,0,12.0,0,27,0,9,4.15,0.0,62.5,3071.0,2,10,2010
1250,0,10.0,0,9,0,19,3.83,10.0,60.0,3163.0,2,10,2010
1251,0,5.5,1,29,0,4,2.03,20.0,45.0,2512.0,2,11,2010
1254,0,33.0,0,19,0,22,4.73,10.0,55.0,2507.0,2,12,2010
1258,0,9.0,0,29,0,7,4.19,-30.0,50.0,2904.0,3,1,2010
1260,1,9.0,1,8,1,17,4.98,-160.0,47.5,3264.0,3,1,2010
1262,0,14.0,0,19,0,2,4.32,-10.0,55.0,3154.0,3,1,2010
1263,1,6.0,0,4,0,10,4.04,-130.0,35.0,3384.0,3,2,2010
1264,0,7.0,0,4,0,11,3.39,-20.0,40.0,3593.0,3,2,2010
1266,1,23.0,0,20,0,12,4.59,-160.0,45.0,3038.0,3,3,2010
1267,0,9.0,0,20,0,1,2.44,0.0,60.0,3184.0,3,2,2010
1268,0,8.0,0,1,0,9,4.46,20.0,57.5,3152.0,3,3,2010
1269,0,7.0,0,16,0,23,4.38,20.0,60.0,2585.0,3,3,2010
1270,0,10.0,0,18,0,28,3.72,-20.0,40.0,3296.0,3,3,2010
1271,1,10.5,1,18,0,29,2.86,-160.0,60.0,2269.0,3,3,2010
1273,0,12.0,1,15,1,27,2.59,-20.0,45.0,2881.0,4,4,2010
1275,2,8.0,0,4,0,12,2.77,40.0,65.0,2818.0,4,5,2010
1278,1,8.5,0,19,1,27,2.35,-110.0,65.0,2270.0,4,6,2010
1284,0,7.0,0,17,0,24,2.13,30.0,75.0,2039.0,1,8,2011
1287,0,5.0,0,28,0,3,3.65,10.0,50.0,2676.0,1,9,2011
1289,0,7.0,0,22,0,29,3.38,20.0,50.0,2257.0,2,10,2011
1290,0,20.5,0,31,1,20,3.99,20.0,50.0,2655.0,2,11,2011
1291,1,9.0,0,1,0,10,3.46,-140.0,40.0,2434.0,2,12,2011
1293,0,7.0,1,9,1,16,3.55,-20.0,45.0,3014.0,3,1,2011
1294,1,15.0,0,12,0,27,5.01,-130.0,40.0,3080.0,3,1,2011
1297,1,8.5,1,3,0,12,5.69,-120.0,50.0,2826.0,3,2,2011
1299,0,9.0,0,23,0,3,3.77,-10.0,45.0,3200.0,3,2,2011
1300,0,8.5,0,7,1,15,4.08,-20.0,40.0,2590.0,3,3,2011
1301,0,8.0,0,25,0,2,5.06,0.0,50.0,3076.0,3,3,2011
1303,0,5.0,0,27,0,2,3.15,30.0,50.0,3301.0,4,4,2011
1306,0,11.0,0,23,0,3,3.25,0.0,55.0,2640.0,4,5,2011
1309,0,6.0,1,20,1,26,2.18,-50.0,65.0,2448.0,4,6,2011
1313,0,5.0,0,11,0,16,2.44,0.0,55.0,2555.0,1,8,2012
1314,1,10.0,0,30,0,10,3.64,-130.0,40.0,4040.0,2,10,2012
1316,1,14.0,0,23,0,6,3.71,-170.0,55.0,2948.0,2,10,2012
1317,0,9.0,0,24,0,2,3.43,-20.0,55.0,3323.0,2,10,2012
1321,0,5.5,1,2,0,8,4.15,-10.0,45.0,2619.0,3,1,2012
1322,0,5.0,1,9,1,14,3.61,0.0,55.0,2308.0,3,1,2012
1323,1,13.0,0,10,0,23,3.53,-150.0,35.0,3074.0,3,1,2012
1324,0,8.0,0,16,0,24,4.26,0.0,65.0,2937.0,3,1,2012
1327,1,5.0,1,26,1,31,2.95,-150.0,40.0,3031.0,3,1,2012
1330,0,7.5,1,16,0,24,3.25,0.0,50.0,2109.0,3,2,2012
1331,0,7.0,0,26,0,5,4.03,-10.0,60.0,3588.0,3,3,2012
1332,0,5.0,0,8,0,13,4.06,0.0,60.0,2260.0,3,3,2012
1333,1,5.0,1,9,1,14,3.87,-170.0,45.0,2266.0,3,3,2012
1334,0,5.5,1,13,0,19,3.77,-30.0,45.0,2323.0,3,3,2012
1335,0,5.0,0,22,0,27,2.39,0.0,75.0,4341.0,3,3,2012
1336,0,5.0,0,31,0,5,2.05,-30.0,65.0,4764.0,4,4,2012
1339,1,33.0,1,11,1,14,2.49,-140.0,32.5,3126.0,4,4,2012
1341,0,6.0,1,25,1,1,2.32,-50.0,40.0,3139.0,4,4,2012
1342,0,10.0,1,27,1,7,1.65,30.0,40.0,3983.0,4,5,2012
1343,2,7.5,1,1,0,9,1.66,-80.0,45.0,3780.0,4,5,2012
1345,0,17.0,1,6,1,23,2.51,30.0,50.0,2409.0,4,5,2012
1347,0,17.5,1,11,0,29,2.7,-30.0,50.0,3128.0,4,5,2012
1349,1,7.0,0,21,0,28,2.72,-110.0,45.0,3014.0,4,5,2012
1351,1,7.0,0,31,0,7,2.36,-110.0,55.0,2101.0,4,6,2012
1353,1,15.5,1,14,0,30,2.92,-150.0,65.0,3027.0,4,6,2012
1357,1,33.0,0,13,0,15,2.7,-150.0,70.0,2837.0,1,7,2013
1359,0,6.0,0,17,0,23,2.84,0.0,50.0,2461.0,1,7,2013
1361,0,8.0,1,9,1,17,1.68,-20.0,50.0,2664.0,1,8,2013
1362,0,5.5,0,23,1,28,2.45,0.0,60.0,1828.0,1,8,2013
1363,0,15.0,0,6,0,21,2.51,20.0,55.0,2176.0,1,9,2013
1364,0,5.0,0,29,0,4,3.03,0.0,55.0,2159.0,2,10,2013
1365,0,13.0,1,9,1,22,3.06,-20.0,50.0,2553.0,2,10,2013
1366,1,14.0,0,15,0,29,3.74,-130.0,42.5,3151.0,2,10,2013
1368,0,7.5,0,26,1,2,1.48,20.0,40.0,3124.0,2,10,2013
1370,0,14.0,0,10,0,24,3.08,-30.0,35.0,2932.0,2,11,2013
1371,1,5.0,0,22,0,27,3.39,-140.0,35.0,2632.0,2,11,2013
1372,0,22.5,1,21,0,14,3.82,-20.0,55.0,3322.0,2,12,2013
1374,1,5.0,1,18,1,23,3.49,-150.0,40.0,3006.0,2,12,2013
1375,2,8.0,0,26,0,3,1.71,40.0,45.0,2517.0,2,12,2013
1376,0,29.0,0,9,0,7,4.1,-10.0,40.0,2403.0,3,1,2013
1377,1,24.0,0,23,0,16,5.93,-130.0,45.0,2957.0,3,2,2013
1379,1,18.0,0,23,0,1,3.87,-150.0,65.0,2744.0,3,2,2013
1380,0,5.0,0,24,0,1,3.8,30.0,55.0,2472.0,3,2,2013
1381,0,8.5,1,5,0,14,3.91,30.0,55.0,3422.0,3,3,2013
1382,0,12.0,0,14,0,26,2.89,-20.0,45.0,2816.0,3,3,2013
1383,1,10.5,0,20,1,30,4.24,-170.0,60.0,2140.0,3,3,2013
1384,0,6.5,1,26,0,2,4.61,0.0,65.0,2252.0,3,3,2013
1385,0,7.0,1,19,1,26,3.8,20.0,60.0,2931.0,4,4,2013
1386,1,5.0,0,1,0,6,2.96,-160.0,60.0,1873.0,4,5,2013
1387,1,15.0,1,8,1,23,2.64,-170.0,45.0,2536.0,4,5,2013
1391,0,7.0,0,14,0,21,2.89,-20.0,45.0,2416.0,4,6,2013
1393,2,5.0,1,20,1,25,2.26,-90.0,55.0,1849.0,4,6,2013
1395,0,8.0,0,7,0,15,3.22,20.0,60.0,1866.0,1,7,2014
1397,0,19.0,1,19,1,7,2.63,20.0,60.0,3000.0,1,7,2014
1399,1,8.0,0,24,0,1,1.89,-100.0,60.0,1985.0,1,7,2014
1400,0,21.0,0,18,0,8,2.4,30.0,67.5,2630.0,1,7,2014
1401,0,7.0,1,13,1,20,2.87,-60.0,55.0,2183.0,1,8,2014
1403,0,9.5,0,9,1,18,2.59,-10.0,50.0,2467.0,1,9,2014
1405,1,6.0,1,28,1,4,1.79,-120.0,50.0,2156.0,2,10,2014
1407,0,8.0,0,24,0,1,2.39,20.0,55.0,2674.0,2,10,2014
1408,0,6.0,1,30,1,5,2.41,30.0,45.0,2413.0,2,11,2014
1409,1,12.0,0,5,0,17,4.12,-170.0,65.0,2432.0,2,11,2014
1410,0,12.0,0,14,0,26,4.04,20.0,55.0,2600.0,2,11,2014
1411,0,24.0,1,12,1,5,3.09,-40.0,40.0,2934.0,2,12,2014
1412,1,6.5,1,14,0,21,2.82,-120.0,45.0,2080.0,2,12,2014
1413,1,21.0,1,28,1,18,4.19,-140.0,45.0,2777.0,3,1,2014
1415,0,23.0,0,28,0,20,4.47,-30.0,40.0,2905.0,3,2,2014
1417,0,13.0,0,22,0,7,3.34,40.0,45.0,2359.0,3,2,2014
1418,1,9.0,0,21,0,2,4.28,-130.0,55.0,2622.0,3,2,2014
1420,0,6.5,0,13,1,19,5.82,30.0,60.0,2731.0,3,3,2014
1421,0,7.0,0,19,0,26,3.45,-10.0,50.0,2140.0,3,3,2014
1422,0,9.5,1,28,0,7,3.85,40.0,55.0,2258.0,4,4,2014
1423,0,6.5,1,3,0,10,3.69,-20.0,47.5,1939.0,4,4,2014
1424,0,6.0,0,17,0,23,4.68,0.0,60.0,2539.0,4,4,2014
1426,1,24.0,0,8,0,2,3.76,-130.0,45.0,2455.0,4,5,2014
1429,1,10.0,0,13,0,23,3.43,-160.0,52.5,2667.0,4,6,2014
1430,0,5.5,1,16,0,22,2.2,-20.0,45.0,2881.0,4,6,2014
1432,0,6.0,0,22,0,28,2.33,-30.0,65.0,2479.0,4,6,2014
1436,0,5.0,1,7,1,12,2.18,20.0,50.0,2334.0,1,8,2015
1437,0,10.0,0,15,0,25,3.73,20.0,60.0,2278.0,1,8,2015
1438,1,8.0,0,22,0,30,2.81,-170.0,45.0,2848.0,1,8,2015
1439,0,14.0,0,1,0,15,3.56,-20.0,60.0,2400.0,1,9,2015
1442,0,5.5,1,27,0,3,3.24,0.0,55.0,2816.0,1,9,2015
1443,0,8.0,0,6,0,14,3.94,20.0,65.0,1854.0,2,10,2015
1444,0,5.0,1,16,1,21,3.21,-10.0,55.0,1933.0,2,10,2015
1445,0,11.0,0,27,0,7,4.07,20.0,55.0,2512.0,2,11,2015
1446,0,6.0,0,7,0,13,2.77,-10.0,40.0,3121.0,2,11,2015
1447,0,11.5,1,14,0,26,3.16,0.0,40.0,3277.0,2,11,2015
1449,1,8.0,1,23,1,1,3.96,-150.0,45.0,2476.0,2,11,2015
1450,0,5.0,0,5,0,10,2.2,10.0,45.0,2689.0,2,12,2015
1452,0,9.5,1,20,0,30,3.82,20.0,45.0,3114.0,2,12,2015
1453,1,11.0,0,30,0,10,4.81,-130.0,55.0,2768.0,3,1,2015
1454,0,9.0,0,31,0,9,5.42,20.0,60.0,3483.0,3,1,2015
1456,0,7.5,1,7,0,15,3.22,20.0,45.0,2457.0,3,2,2015
1458,1,13.5,1,26,0,11,2.99,-40.0,35.0,2936.0,3,3,2015
1460,0,11.0,0,12,0,23,5.28,-20.0,45.0,2523.0,3,3,2015
1462,0,5.0,0,28,0,2,3.43,30.0,60.0,2032.0,3,3,2015
1463,1,5.5,1,28,0,3,3.54,-140.0,50.0,2674.0,3,3,2015
1464,1,6.5,1,5,0,12,3.58,-130.0,45.0,2419.0,4,4,2015
1465,0,7.0,0,11,0,18,3.14,-40.0,60.0,2887.0,4,4,2015
1466,2,7.0,1,14,1,21,2.22,-90.0,40.0,2766.0,4,4,2015
1467,0,8.0,0,20,0,28,4.23,0.0,55.0,2389.0,4,4,2015
1468,2,10.0,0,25,0,5,3.79,-100.0,55.0,2319.0,4,4,2015
1470,0,5.0,1,5,1,10,2.15,0.0,45.0,2953.0,4,5,2015
1471,1,10.0,1,7,1,17,2.71,-140.0,35.0,2653.0,4,5,2015
1472,0,17.0,0,15,0,1,2.9,40.0,55.0,2172.0,4,5,2015
1475,0,6.0,0,1,0,7,3.39,-10.0,55.0,3213.0,4,6,2015
1477,0,14.0,0,24,0,8,2.46,30.0,50.0,2146.0,4,6,2015
1480,1,5.0,0,5,0,10,2.31,-110.0,70.0,3980.0,1,7,2016
1484,0,13.0,0,9,0,22,3.27,20.0,50.0,2272.0,1,9,2016
1487,0,24.0,0,3,0,27,3.94,0.0,55.0,2788.0,2,10,2016
1488,1,8.0,0,6,0,14,3.18,-150.0,65.0,3578.0,2,10,2016
1490,0,11.0,0,13,0,24,2.75,-30.0,40.0,3347.0,2,11,2016
1491,0,33.5,1,19,0,23,4.15,40.0,45.0,3106.0,2,12,2016
1492,1,12.0,1,4,1,16,4.46,-170.0,65.0,2544.0,2,12,2016
1493,0,8.0,0,24,0,1,3.14,-20.0,40.0,3876.0,2,12,2016
1494,1,13.0,0,30,0,12,5.81,-160.0,45.0,3197.0,3,1,2016
1495,0,11.0,0,1,0,12,4.67,-30.0,55.0,2797.0,3,1,2016
1496,0,8.5,1,14,0,23,3.78,-20.0,45.0,2779.0,3,1,2016
1497,0,5.0,0,25,0,30,3.78,0.0,55.0,3058.0,3,1,2016
1498,1,7.0,0,1,0,8,4.34,-140.0,55.0,2827.0,3,2,2016
1499,0,12.0,0,4,0,16,4.36,10.0,65.0,2630.0,3,2,2016
1500,1,21.0,0,23,0,16,4.51,-160.0,50.0,2594.0,3,2,2016
1501,2,17.0,0,7,0,24,1.99,40.0,50.0,2447.0,3,3,2016
1502,0,5.0,0,12,0,17,3.22,-30.0,40.0,2250.0,3,3,2016
1503,0,13.0,0,22,0,4,3.17,20.0,45.0,2673.0,3,3,2016
1504,0,5.5,0,4,1,9,2.8,-20.0,40.0,2687.0,4,4,2016
1505,0,8.0,0,18,0,27,3.45,-20.0,50.0,3162.0,4,4,2016
1507,0,12.0,0,2,0,14,4.41,-10.0,60.0,2689.0,4,5,2016
1508,0,15.0,0,17,0,1,2.25,10.0,50.0,2375.0,4,5,2016
1509,1,5.0,1,24,1,29,1.99,-140.0,45.0,2586.0,4,5,2016
1514,1,16.0,0,3,0,19,2.24,-140.0,75.0,2862.0,1,7,2017
1515,2,12.5,0,12,1,24,2.04,40.0,60.0,2851.0,1,7,2017
1516,0,14.0,0,19,0,2,1.69,0.0,60.0,2767.0,1,7,2017
1517,1,10.0,0,7,0,17,2.33,-130.0,45.0,2610.0,1,8,2017
1519,0,12.0,0,13,0,25,2.57,30.0,50.0,2630.0,1,8,2017
1521,0,7.0,0,3,0,10,3.28,10.0,65.0,1756.0,1,9,2017
1522,0,17.5,1,16,0,4,4.16,-20.0,60.0,2308.0,1,9,2017
1523,0,5.0,0,21,0,26,2.96,-10.0,60.0,1941.0,2,10,2017
1524,0,8.0,0,24,0,1,3.18,-10.0,35.0,2500.0,2,10,2017
1525,1,8.5,1,26,0,5,4.67,-140.0,45.0,2821.0,2,10,2017
1526,0,7.0,1,2,1,9,2.04,-10.0,45.0,2083.0,2,11,2017
1527,0,16.0,0,8,0,24,2.75,-30.0,45.0,2490.0,2,11,2017
1529,0,8.0,0,27,0,5,3.58,-30.0,45.0,2397.0,2,11,2017
1530,1,10.5,1,4,0,15,4.65,-130.0,45.0,2802.0,2,12,2017
1532,0,6.5,0,19,1,25,3.01,-10.0,45.0,2853.0,2,12,2017
1533,1,5.0,0,22,0,27,5.58,-140.0,60.0,2317.0,2,12,2017
1536,1,7.0,1,6,1,13,3.78,-150.0,70.0,1981.0,3,1,2017
1537,0,7.5,0,10,1,18,5.92,20.0,60.0,2436.0,3,1,2017
1540,0,5.0,0,30,0,4,3.98,-30.0,40.0,2894.0,3,2,2017
1541,0,5.5,1,5,0,11,4.61,20.0,65.0,2423.0,3,2,2017
1543,1,8.0,0,10,0,18,2.69,-140.0,35.0,3075.0,3,2,2017
1544,1,8.0,0,20,0,28,3.94,-160.0,40.0,2497.0,3,2,2017
1545,0,19.0,0,20,0,9,3.68,-20.0,45.0,2586.0,3,2,2017
1546,0,5.0,1,15,1,20,4.22,0.0,65.0,2196.0,3,3,2017
1547,1,9.0,1,30,1,8,4.24,-170.0,55.0,2354.0,4,4,2017
1548,0,12.5,1,10,0,23,3.94,10.0,60.0,2401.0,4,4,2017
1550,0,7.5,1,28,1,5,2.21,30.0,45.0,2366.0,4,5,2017
1551,0,14.0,0,1,0,15,3.79,-40.0,37.5,2774.0,4,5,2017
1554,0,6.0,0,20,0,26,3.02,10.0,57.5,2386.0,4,5,2017
1555,0,10.0,0,23,0,2,3.89,-10.0,60.0,2938.0,4,5,2017
1559,1,9.0,0,16,0,25,3.05,-140.0,40.0,2526.0,4,6,2017
1560,0,5.0,0,22,0,27,2.13,40.0,50.0,2428.0,4,6,2017
1561,0,11.0,0,22,0,3,2.8,-20.0,50.0,2575.0,4,6,2017
1564,1,6.0,1,4,1,10,2.01,0.0,50.0,2329.0,1,7,2018
1566,0,17.0,0,16,0,2,3.21,20.0,65.0,2805.0,1,7,2018
1567,1,5.0,0,20,0,25,2.04,-160.0,65.0,2792.0,1,7,2018
1570,0,7.5,0,25,1,1,2.49,40.0,55.0,1860.0,1,8,2018
1571,0,9.0,0,3,0,12,2.8,20.0,60.0,3018.0,1,9,2018
1573,1,10.0,0,23,0,3,3.82,-150.0,45.0,2727.0,1,9,2018
1574,0,5.0,0,25,0,30,2.87,30.0,50.0,2242.0,1,9,2018
1575,0,6.5,0,1,1,7,1.92,-30.0,50.0,2833.0,2,10,2018
1576,0,10.0,1,9,1,19,4.28,10.0,50.0,1950.0,2,10,2018
1577,1,9.5,0,10,1,19,2.61,-150.0,37.5,2746.0,2,10,2018
1579,0,6.0,0,20,0,26,3.32,-10.0,50.0,3282.0,2,10,2018
1580,0,13.0,0,2,0,15,3.42,40.0,45.0,3129.0,2,11,2018
1581,0,15.0,1,12,1,27,4.93,30.0,40.0,2934.0,2,11,2018
1582,1,5.0,0,17,0,22,2.79,-130.0,45.0,2593.0,2,11,2018
1584,0,7.0,0,12,0,18,4.57,0.0,65.0,2323.0,2,12,2018
1586,0,19.5,0,28,1,16,4.26,-20.0,40.0,2626.0,3,1,2018
1587,1,5.5,1,11,0,17,3.75,-120.0,45.0,2897.0,3,1,2018
1589,0,10.0,0,18,0,28,3.62,-30.0,30.0,2873.0,3,1,2018
1590,1,6.0,0,11,0,17,3.8,-170.0,40.0,2332.0,3,2,2018
1591,0,6.0,0,14,0,20,3.09,0.0,45.0,3441.0,3,2,2018
1592,0,9.0,0,20,0,1,5.16,0.0,45.0,3002.0,3,2,2018
1593,1,15.0,0,23,0,10,5.02,-160.0,55.0,2563.0,3,3,2018
1594,1,9.0,0,16,0,25,4.5,-120.0,40.0,2952.0,3,3,2018
1595,0,7.0,0,18,0,25,3.33,-30.0,40.0,3343.0,3,3,2018
1596,0,6.5,1,24,0,31,3.9,-20.0,50.0,3394.0,3,3,2018
1597,1,9.0,0,26,0,4,4.46,-150.0,55.0,2967.0,3,3,2018
1598,0,22.0,0,4,0,26,3.77,-10.0,65.0,2437.0,4,4,2018
1599,1,18.0,0,27,0,15,2.89,-170.0,65.0,2546.0,4,5,2018
1600,0,10.0,0,30,0,10,3.43,-30.0,60.0,2162.0,4,5,2018
1603,0,8.5,1,13,0,22,3.01,0.0,45.0,2366.0,4,5,2018
1604,1,5.0,0,18,0,23,2.58,-110.0,55.0,2457.0,4,6,2018
1605,2,10.0,0,5,0,15,3.04,40.0,55.0,2600.0,4,6,2018
1606,0,7.0,0,16,0,23,2.36,20.0,50.0,2634.0,4,6,2018
1610,1,14.0,0,27,0,11,2.78,-150.0,60.0,2648.0,1,7,2019
1612,0,9.5,1,25,0,4,3.24,30.0,65.0,2535.0,1,7,2019
1613,1,7.0,0,3,0,10,2.72,-150.0,55.0,2331.0,1,8,2019
1615,1,12.0,0,12,0,24,2.65,-170.0,50.0,2805.0,1,8,2019
1616,0,8.0,0,26,0,3,2.72,30.0,50.0,2314.0,1,8,2019
1618,0,5.0,0,7,0,12,2.36,20.0,50.0,2514.0,1,9,2019
1619,0,12.0,1,15,1,27,3.45,-20.0,45.0,2182.0,1,9,2019
1620,1,5.0,0,15,0,20,1.74,-160.0,40.0,2724.0,1,9,2019
1621,1,5.0,1,24,1,29,2.66,-140.0,40.0,2914.0,1,9,2019
1622,0,12.0,0,26,0,8,3.05,-60.0,65.0,2303.0,2,10,2019
1624,0,7.0,0,21,0,28,2.38,20.0,45.0,3663.0,2,10,2019
1625,1,8.5,0,27,1,4,3.67,-140.0,45.0,3470.0,2,10,2019
1627,2,19.0,0,7,0,26,3.78,40.0,40.0,3295.0,2,11,2019
1628,0,6.0,0,24,0,30,2.52,-40.0,65.0,2731.0,2,11,2019
1629,1,6.0,0,11,0,17,4.35,-150.0,75.0,2275.0,2,12,2019
1630,0,5.0,0,12,0,17,2.27,40.0,55.0,2509.0,2,12,2019
1631,0,6.0,0,28,0,3,3.82,0.0,40.0,3313.0,2,12,2019
1632,0,5.0,0,15,0,20,2.46,20.0,45.0,2871.0,3,1,2019
1633,1,5.0,0,24,0,29,2.81,-160.0,55.0,2112.0,3,1,2019
1634,0,6.0,1,10,1,16,3.39,40.0,50.0,2772.0,3,2,2019
1637,1,11.5,0,6,1,17,3.69,-170.0,35.0,2981.0,3,3,2019
1638,0,17.5,1,17,0,4,2.97,-10.0,45.0,2969.0,3,3,2019
1639,1,6.0,1,18,1,24,3.86,-160.0,35.0,2663.0,3,3,2019
1640,0,16.0,0,27,0,12,3.91,0.0,55.0,3707.0,4,4,2019
1642,0,5.0,0,11,0,16,3.39,-30.0,45.0,3436.0,4,4,2019
1643,1,9.0,1,12,1,21,4.79,-140.0,45.0,3230.0,4,4,2019
1645,0,12.0,1,16,1,28,4.76,-10.0,60.0,2832.0,4,4,2019
1647,1,6.0,0,6,0,12,3.01,-160.0,65.0,2821.0,4,5,2019
1648,0,9.5,0,8,1,17,3.53,-40.0,60.0,2491.0,4,5,2019
1649,2,6.0,0,18,0,24,2.9,-90.0,50.0,2762.0,4,5,2019
1651,1,7.0,0,25,0,1,2.92,-140.0,70.0,3018.0,4,5,2019
1652,0,6.5,1,26,0,2,3.05,-10.0,45.0,2792.0,4,5,2019
1653,0,6.0,0,30,0,5,2.83,-50.0,40.0,3437.0,4,6,2019
1655,0,8.0,0,7,0,15,2.51,-50.0,35.0,3215.0,4,6,2019
1656,0,14.0,1,12,1,26,3.1,10.0,65.0,2960.0,4,6,2019
1658,1,15.5,0,16,0,1,2.49,-120.0,65.0,2459.0,4,6,2019
1664,0,7.5,1,18,0,26,1.64,-40.0,65.0,2640.0,1,8,2020
1667,0,17.0,0,24,0,12,3.24,40.0,55.0,2726.0,2,10,2020
1668,0,6.0,0,11,0,17,3.83,-30.0,45.0,2856.0,2,10,2020
1669,1,8.0,0,20,0,28,2.59,-140.0,40.0,3004.0,2,10,2020
1670,0,15.0,0,4,0,19,3.57,-30.0,45.0,2885.0,2,11,2020
1671,1,6.5,1,16,0,23,3.47,-170.0,60.0,1960.0,2,11,2020
1674,0,7.5,0,30,1,7,3.68,-30.0,50.0,3396.0,2,12,2020
1675,1,6.5,0,2,1,8,4.37,-120.0,50.0,3720.0,2,12,2020
1676,0,21.5,1,23,0,14,3.31,-30.0,45.0,3297.0,3,1,2020
1680,0,7.0,1,17,1,24,4.15,-50.0,52.5,2306.0,3,1,2020
1681,1,6.0,0,22,0,28,3.32,-150.0,35.0,2875.0,3,1,2020
1683,1,12.0,0,3,0,15,4.5,-140.0,35.0,2899.0,3,2,2020
1684,0,12.0,1,10,1,22,4.12,-10.0,60.0,2256.0,3,2,2020
1685,0,15.0,0,20,0,7,3.85,10.0,40.0,3469.0,3,2,2020
1686,0,8.0,0,16,0,24,4.09,-10.0,45.0,3239.0,3,3,2020
1687,1,6.5,1,22,0,29,2.41,-150.0,35.0,3786.0,3,3,2020
1688,0,16.0,0,29,0,14,3.21,0.0,45.0,4258.0,4,4,2020
1691,1,9.0,0,11,0,20,3.34,-140.0,40.0,3073.0,4,4,2020
1692,0,5.0,0,16,0,21,5.22,10.0,65.0,3576.0,4,4,2020
1694,0,17.0,0,21,0,8,3.43,-10.0,55.0,3614.0,4,4,2020
1696,1,6.0,1,7,1,13,1.81,-110.0,60.0,2822.0,4,5,2020
1699,0,11.5,1,25,0,6,3.86,-10.0,55.0,2785.0,4,5,2020
1700,0,6.0,0,10,0,16,2.37,30.0,60.0,3353.0,4,6,2020
1701,1,5.0,1,14,1,19,2.26,-150.0,65.0,2599.0,4,6,2020
1703,1,8.0,0,24,0,2,2.77,-140.0,40.0,2742.0,4,6,2020
1705,0,21.0,0,25,0,16,2.27,-30.0,55.0,3215.0,1,7,2021
1708,0,9.0,0,16,0,25,1.71,-10.0,45.0,3370.0,1,7,2021
1710,0,6.0,0,28,0,3,2.02,-30.0,75.0,2509.0,1,7,2021
1713,0,12.5,1,23,0,5,2.76,-10.0,55.0,3221.0,1,8,2021
1715,0,6.0,0,7,0,13,2.11,0.0,55.0,3347.0,1,9,2021
